Waypoint(Transform(Location(x=228.821075, y=114.995583, z=0.605375), Rotation(pitch=1.173292, yaw=91.393204, roll=0.000000)))
Waypoint(Transform(Location(x=156.653107, y=193.113159, z=2.567907), Rotation(pitch=-1.274750, yaw=178.505630, roll=0.000000)))
Waypoint(Transform(Location(x=156.307739, y=193.121552, z=2.559528), Rotation(pitch=-1.274750, yaw=178.709488, roll=0.000000)))
Waypoint(Transform(Location(x=155.961761, y=193.128738, z=2.551135), Rotation(pitch=-1.274750, yaw=178.913666, roll=0.000000)))
Waypoint(Transform(Location(x=155.615326, y=193.134674, z=2.542732), Rotation(pitch=-1.274750, yaw=179.118103, roll=0.000000)))
Waypoint(Transform(Location(x=155.267899, y=193.139404, z=2.534305), Rotation(pitch=-1.274750, yaw=179.323120, roll=0.000000)))
Waypoint(Transform(Location(x=154.919876, y=193.142914, z=2.525863), Rotation(pitch=-1.274750, yaw=179.528503, roll=0.000000)))
Waypoint(Transform(Location(x=154.571259, y=193.145142, z=2.517408), Rotation(pitch=-1.274750, yaw=179.734207, roll=0.000000)))
Waypoint(Transform(Location(x=154.209198, y=193.146271, z=2.508935), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=153.827774, y=193.147232, z=2.500449), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=153.445557, y=193.148178, z=2.491945), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=153.062683, y=193.149139, z=2.483427), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=152.679230, y=193.150085, z=2.474895), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=152.295181, y=193.151047, z=2.466351), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=151.910614, y=193.152008, z=2.457795), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=151.525360, y=193.152969, z=2.449224), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=151.139465, y=193.153931, z=2.440638), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=150.752960, y=193.154892, z=2.432039), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=150.365967, y=193.155869, z=2.423429), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=149.978516, y=193.156830, z=2.414808), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=149.590530, y=193.157791, z=2.406176), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=149.202042, y=193.158768, z=2.397533), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=148.813095, y=193.159744, z=2.388879), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=148.423721, y=193.160706, z=2.380216), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=148.033997, y=193.161682, z=2.371545), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=147.643829, y=193.162659, z=2.362865), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=147.253296, y=193.163635, z=2.354176), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=146.862381, y=193.164612, z=2.345479), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=146.471146, y=193.165588, z=2.336774), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=146.079590, y=193.166565, z=2.328062), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=145.687698, y=193.167542, z=2.319343), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=145.295532, y=193.168518, z=2.310618), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=144.903076, y=193.169495, z=2.301887), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=144.510345, y=193.170471, z=2.293149), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=144.117355, y=193.171448, z=2.284405), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=143.724152, y=193.172440, z=2.275657), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=143.330673, y=193.173416, z=2.266903), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=142.936996, y=193.174393, z=2.258144), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=142.543091, y=193.175385, z=2.249380), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=142.149002, y=193.176361, z=2.240612), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=141.754730, y=193.177353, z=2.231840), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=141.360245, y=193.178329, z=2.223063), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=140.965591, y=193.179321, z=2.214283), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=140.570786, y=193.180298, z=2.205499), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=140.175812, y=193.181290, z=2.196711), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=139.780685, y=193.182281, z=2.187920), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=139.385422, y=193.183258, z=2.179126), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=138.990021, y=193.184250, z=2.170329), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=138.594467, y=193.185242, z=2.161529), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=138.198807, y=193.186218, z=2.152726), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=137.803040, y=193.187210, z=2.143920), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=137.407150, y=193.188202, z=2.135112), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=137.011154, y=193.189178, z=2.126302), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=136.615051, y=193.190170, z=2.117489), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=136.218842, y=193.191162, z=2.108674), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=135.822556, y=193.192154, z=2.099857), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=135.426163, y=193.193146, z=2.091038), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=135.029694, y=193.194122, z=2.082217), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=134.633148, y=193.195114, z=2.073394), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=134.236526, y=193.196106, z=2.064570), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=133.839828, y=193.197098, z=2.055744), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=133.443069, y=193.198090, z=2.046916), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=133.046219, y=193.199081, z=2.038088), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=132.649353, y=193.200073, z=2.029258), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=132.252380, y=193.201065, z=2.020425), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=131.855362, y=193.202057, z=2.011593), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=131.458298, y=193.203049, z=2.002759), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=131.061188, y=193.204025, z=1.993923), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=130.664017, y=193.205017, z=1.985087), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=130.266830, y=193.206009, z=1.976250), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=129.869537, y=193.207001, z=1.967411), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=129.472275, y=193.207993, z=1.958572), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=129.074905, y=193.208984, z=1.949731), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=128.677536, y=193.209976, z=1.940890), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=128.280121, y=193.210968, z=1.932048), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=127.882660, y=193.211960, z=1.923205), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=127.485199, y=193.212952, z=1.914362), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=127.087677, y=193.213943, z=1.905518), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=126.690117, y=193.214935, z=1.896673), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=126.292572, y=193.215927, z=1.887828), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=125.894974, y=193.216919, z=1.878982), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=125.497314, y=193.217911, z=1.870134), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=125.099670, y=193.218903, z=1.861287), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=124.702003, y=193.219894, z=1.852440), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=124.304337, y=193.220886, z=1.843592), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=123.906586, y=193.221878, z=1.834743), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=123.508820, y=193.222870, z=1.825893), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=123.111076, y=193.223862, z=1.817044), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=122.713318, y=193.224869, z=1.808194), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=122.315544, y=193.225861, z=1.799344), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=121.917694, y=193.226852, z=1.790493), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=121.519836, y=193.227844, z=1.781641), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=121.121994, y=193.228836, z=1.772789), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=120.724136, y=193.229828, z=1.763938), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=120.326279, y=193.230820, z=1.755086), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=119.928436, y=193.231812, z=1.746234), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=119.530548, y=193.232803, z=1.737382), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=119.132599, y=193.233795, z=1.728528), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=118.734650, y=193.234787, z=1.719674), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=118.336700, y=193.235779, z=1.710820), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=117.938751, y=193.236771, z=1.701966), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=117.540802, y=193.237762, z=1.693113), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=117.142853, y=193.238754, z=1.684259), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=116.744904, y=193.239761, z=1.675405), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=116.346947, y=193.240753, z=1.666551), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=115.948997, y=193.241745, z=1.657697), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=115.551041, y=193.242737, z=1.648843), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=115.153000, y=193.243729, z=1.639987), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=114.754951, y=193.244720, z=1.631131), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=114.356903, y=193.245712, z=1.622275), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=113.958847, y=193.246704, z=1.613419), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=113.560822, y=193.247696, z=1.604563), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=113.162766, y=193.248688, z=1.595707), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=112.764717, y=193.249680, z=1.586851), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=112.366669, y=193.250671, z=1.577995), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=111.968620, y=193.251678, z=1.569139), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=111.570572, y=193.252670, z=1.560283), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=111.172531, y=193.253662, z=1.551427), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=110.774490, y=193.254654, z=1.542571), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=110.376427, y=193.255646, z=1.533715), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=109.978378, y=193.256638, z=1.524859), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=109.580345, y=193.257629, z=1.516003), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=109.182297, y=193.258621, z=1.507147), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=108.784241, y=193.259613, z=1.498291), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=108.386200, y=193.260605, z=1.489435), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=107.988144, y=193.261597, z=1.480579), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=107.590118, y=193.262604, z=1.471723), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=107.192062, y=193.263596, z=1.462867), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=106.794006, y=193.264587, z=1.454011), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=106.395859, y=193.265579, z=1.445153), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=105.997719, y=193.266571, z=1.436294), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=105.599579, y=193.267563, z=1.427436), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=105.201424, y=193.268555, z=1.418578), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=104.803284, y=193.269547, z=1.409720), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=104.405136, y=193.270538, z=1.400862), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=104.006989, y=193.271530, z=1.392004), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=103.608856, y=193.272537, z=1.383145), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=103.210701, y=193.273529, z=1.374287), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=102.812561, y=193.274521, z=1.365429), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=102.414413, y=193.275513, z=1.356571), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=102.016266, y=193.276505, z=1.347713), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=101.618126, y=193.277496, z=1.338854), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=101.219978, y=193.278488, z=1.329996), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=100.821838, y=193.279480, z=1.321138), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=100.423691, y=193.280472, z=1.312280), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=100.025558, y=193.281479, z=1.303422), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=99.627403, y=193.282471, z=1.294564), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=99.229248, y=193.283463, z=1.285705), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=98.831116, y=193.284454, z=1.276847), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=98.432968, y=193.285446, z=1.267989), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=98.034821, y=193.286438, z=1.259131), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=97.636681, y=193.287430, z=1.250273), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=97.238541, y=193.288422, z=1.241414), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=96.840393, y=193.289413, z=1.232556), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=96.442245, y=193.290421, z=1.223698), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=96.044106, y=193.291412, z=1.214840), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=95.645950, y=193.292404, z=1.205982), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=95.247818, y=193.293396, z=1.197124), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=94.849670, y=193.294388, z=1.188265), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=94.451523, y=193.295380, z=1.179407), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=94.053383, y=193.296371, z=1.170549), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=93.655228, y=193.297363, z=1.161691), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=93.257088, y=193.298355, z=1.152833), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=92.858948, y=193.299347, z=1.143974), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=92.460800, y=193.300354, z=1.135116), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=92.062668, y=193.301346, z=1.126258), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=91.664513, y=193.302338, z=1.117400), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=91.266365, y=193.303329, z=1.108542), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=90.868217, y=193.304321, z=1.099683), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=90.470078, y=193.305313, z=1.090825), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=90.071930, y=193.306305, z=1.081967), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=89.673790, y=193.307297, z=1.073109), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=89.275642, y=193.308289, z=1.064251), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=88.877502, y=193.309296, z=1.055393), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=88.479355, y=193.310287, z=1.046534), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=88.081215, y=193.311279, z=1.037676), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=87.683067, y=193.312271, z=1.028818), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=87.284927, y=193.313263, z=1.019960), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=86.886780, y=193.314255, z=1.011102), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=86.488640, y=193.315247, z=1.002244), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=86.090492, y=193.316238, z=0.993385), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=85.692345, y=193.317230, z=0.984527), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=85.294197, y=193.318237, z=0.975669), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=84.896057, y=193.319229, z=0.966811), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=84.497917, y=193.320221, z=0.957953), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=84.099777, y=193.321213, z=0.949095), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=83.701622, y=193.322205, z=0.940236), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=83.303474, y=193.323196, z=0.931378), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=82.905327, y=193.324188, z=0.922520), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=82.507187, y=193.325180, z=0.913662), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=82.109047, y=193.326172, z=0.904804), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=81.710899, y=193.327164, z=0.895945), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=81.312752, y=193.328171, z=0.887087), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=80.914612, y=193.329163, z=0.878229), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=80.516464, y=193.330154, z=0.869371), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=80.118324, y=193.331146, z=0.860513), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=79.720177, y=193.332138, z=0.851654), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=79.322037, y=193.333130, z=0.842796), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=78.923889, y=193.334122, z=0.833938), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=78.525742, y=193.335114, z=0.825080), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=78.127602, y=193.336105, z=0.816222), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=77.729454, y=193.337112, z=0.807364), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=77.331306, y=193.338104, z=0.798505), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=76.933167, y=193.339096, z=0.789647), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
Waypoint(Transform(Location(x=76.535019, y=193.340088, z=0.780789), Rotation(pitch=-1.274750, yaw=179.857025, roll=0.000000)))
